1|1104
1|2106
1|3106
2|3102
3|1102
3|3103
4|3104
5|1104
5|2104
5|3105
6|3106
6|3101
7|1103
8|1201
8|3201
9|2203
9|3203
9|2107
9|2204
9|3301
10|1101
10|1207
10|3204
11|1205
11|2205
11|3205
12|1206
12|2206
12|3206
13|1101
13|2101
13|3101
14|2102
14|3102
15|1102
15|2103
15|3105
16|1105
16|2104
17|2105
17|1207
17|3301
18|1202
18|2201
19|2202
